Accident_Index,Location_Easting,Location_Northing,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_District,Local_Authority_Highway,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Date_Time
2018950001190,314960.0,673180.0,-3.363141,55.94410500000001,95,3,2,1,4,923,S12000036,6,0,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-22 12:55:00
2018950001191,298402.0,668152.0,-3.626242,55.895731000000005,95,3,1,1,2,940,S12000040,6,0,6,30,3,4,6,0,0,8,1,1,2,0,0,1,1,,2018-03-09 15:49:00
2018950001192,324750.0,673430.0,-3.206509,55.947986,95,3,2,1,2,923,S12000036,6,0,3,30,3,2,3,702,0,8,4,1,2,0,0,1,2,,2018-03-09 22:00:00
2018950001194,306013.0,671778.0,-3.5058480000000003,55.929846,95,3,1,1,2,940,S12000040,3,899,6,20,8,4,6,0,0,0,4,2,2,0,0,1,2,,2018-03-09 21:00:00
2018950001195,304713.0,667876.0,-3.525268,55.894543999999996,95,3,2,2,2,940,S12000040,6,0,6,30,9,4,6,0,0,0,1,2,2,0,0,1,1,,2018-03-09 12:25:00
2018950001196,326830.0,675640.0,-3.173813,55.968159,95,3,2,1,6,923,S12000036,3,900,6,20,0,-1,-1,0,0,1,1,1,1,0,0,1,1,,2018-08-31 12:45:00
2018950001198,335367.0,664944.0,-3.03451,55.873301,95,3,1,1,2,929,S12000019,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,2018-03-09 08:05:00
2018950001199,365145.0,623566.0,-2.553372,55.504616000000006,95,3,2,1,4,914,S12000026,3,68,3,60,9,4,3,72,0,0,6,1,1,0,0,2,1,,2018-08-29 20:45:00
2018950001200,313471.0,668571.0,-3.3854940000000004,55.902441,95,3,2,1,3,923,S12000036,3,71,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-04-09 16:40:00
2018950001201,326550.0,673660.0,-3.177757,55.950331000000006,95,3,2,1,3,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-04-09 18:00:00
2018950001202,324020.0,675920.0,-3.218897,55.970237,95,3,3,1,2,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,2018-03-09 07:40:00
2018950001203,314940.0,677160.0,-3.364719,55.97985,95,2,2,1,4,923,S12000036,3,90,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-05-09 07:25:00
2018950001204,340508.0,672824.0,-2.9541,55.94475500000001,95,3,1,1,3,921,S12000010,4,6371,1,30,2,4,3,199,0,0,1,1,1,0,0,1,1,,2018-04-09 10:00:00
2018950001205,381513.0,665576.0,-2.297098,55.88296999999999,95,3,4,3,2,914,S12000026,3,1,6,60,3,4,6,0,0,0,1,2,2,0,0,2,1,,2018-03-09 12:45:00
2018950001206,305893.0,677748.0,-3.5098540000000003,55.98344300000001,95,2,2,1,3,940,S12000040,3,904,6,50,3,4,4,8046,0,0,1,1,1,0,0,2,1,,2018-04-09 16:20:00
2018950001207,325510.0,673400.0,-3.194334,55.947835,95,3,2,1,4,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-05-09 16:45:00
2018950001208,322060.0,673300.0,-3.249532,55.946389,95,3,2,1,2,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2,,2018-03-09 18:10:00
2018950001209,328040.0,668750.0,-3.152591,55.90645,95,3,1,1,2,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-08-27 08:45:00
2018950001210,317640.0,670610.0,-3.31946,55.921488000000004,95,3,2,1,5,923,S12000036,1,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-06-09 17:05:00
2018950001211,330032.0,616869.0,-3.107487,55.440679,95,1,3,1,5,914,S12000026,4,709,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-06-09 15:50:00
2018950001212,325218.0,640855.0,-3.190054,55.655442,95,3,1,1,5,914,S12000026,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,2018-05-24 15:45:00
2018950001213,289853.0,667109.0,-3.762454,55.88448399999999,95,2,2,3,4,940,S12000040,6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,2,1,,2018-05-09 22:30:00
2018950001214,319360.0,671240.0,-3.292135,55.927439,95,2,2,1,5,923,S12000036,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,,2018-06-09 09:02:00
2018950001215,329620.0,674760.0,-3.128896,55.960671999999995,95,3,2,1,6,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,,2018-07-09 07:15:00
2018950001216,326510.0,672210.0,-3.178002,55.937298999999996,95,3,2,1,6,923,S12000036,6,0,6,20,6,2,6,0,0,0,1,1,1,0,0,1,1,,2018-07-09 09:40:00
2018950001217,317451.0,672671.0,-3.323115,55.93996800000001,95,3,2,1,6,923,S12000036,6,0,1,40,1,2,6,0,0,0,1,1,1,0,0,1,1,,2018-07-09 11:30:00
2018950001218,351977.0,674711.0,-2.770829,55.96299200000001,95,3,1,1,3,921,S12000010,3,1,3,70,5,4,3,199,0,0,1,1,1,0,0,2,1,,2018-08-28 09:12:00
2018950001220,340310.0,675104.0,-2.957775,55.965212,95,3,3,1,6,921,S12000010,4,6371,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-07-09 09:55:00
2018950001221,325170.0,671850.0,-3.199346,55.933859,95,3,1,1,6,923,S12000036,5,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-07-09 16:53:00
2018950001222,325006.0,667073.0,-3.2006419999999998,55.890921999999996,95,3,3,2,7,929,S12000019,3,702,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-12-05 12:30:00
2018950001223,304974.0,615661.0,-3.503011,55.42560400000001,95,2,1,1,7,914,S12000026,3,701,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-08-09 16:00:00
2018950001224,327330.0,674390.0,-3.165467,55.95700600000001,95,3,2,2,7,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-08-09 19:15:00
2018950001225,340335.0,599957.0,-2.94105,55.290102000000005,95,2,1,1,5,914,S12000026,3,7,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-16 10:10:00
2018950001226,333876.0,670873.0,-3.059786,55.926359999999995,95,3,2,2,7,921,S12000010,4,6415,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-08-09 16:12:00
2018950001227,327330.0,674390.0,-3.165467,55.95700600000001,95,3,2,1,6,923,S12000036,3,71,1,40,1,4,6,0,0,0,1,1,1,0,0,1,1,,2018-07-09 18:10:00
2018950001228,324492.0,623131.0,-3.196736,55.496109999999994,95,3,2,2,1,914,S12000026,3,708,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-09 16:58:00
2018950001229,312163.0,644362.0,-3.398592,55.68475600000001,95,2,2,1,1,914,S12000026,3,72,6,60,6,4,3,721,0,0,1,1,1,0,0,2,1,,2018-09-09 12:10:00
2018950001230,328654.0,665561.0,-3.141932,55.877894999999995,95,3,2,1,1,929,S12000019,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,,2018-09-09 17:00:00
2018950001231,336544.0,671856.0,-3.017328,55.935551000000004,95,2,2,3,1,921,S12000010,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,,2018-09-09 15:50:00
2018950001232,324530.0,672890.0,-3.209879,55.943101,95,3,2,1,4,923,S12000036,5,0,6,20,9,4,6,0,0,0,1,9,1,0,0,1,1,,2018-05-09 08:50:00
2018950001234,339515.0,673005.0,-2.970037,55.946256000000005,95,3,2,2,2,921,S12000010,3,199,6,30,8,4,6,0,0,0,1,2,2,0,0,1,1,,2018-10-09 18:05:00
2018950001238,327410.0,666980.0,-3.1621900000000003,55.89045600000001,95,3,2,2,3,923,S12000036,3,720,7,40,1,4,3,701,0,0,1,4,1,0,0,2,1,,2018-11-09 15:15:00
2018950001240,326680.0,675380.0,-3.176144,55.9658,95,2,1,1,3,923,S12000036,3,900,6,20,3,4,6,0,0,0,1,5,2,0,0,1,1,,2018-11-09 16:00:00
2018950001241,325720.0,673240.0,-3.190929,55.94643000000001,95,3,1,1,2,923,S12000036,5,0,2,20,3,2,6,0,2,5,1,2,2,0,0,1,1,,2018-10-09 17:15:00
2018950001242,373455.0,635081.0,-2.422927,55.608602000000005,95,3,1,1,2,914,S12000026,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,2,2,,2018-10-09 16:05:00
2018950001243,331210.0,672850.0,-3.1029459999999998,55.94374499999999,95,3,2,1,2,923,S12000036,3,1,3,40,6,2,3,1,0,0,1,2,2,0,0,1,2,,2018-03-09 08:00:00
2018950001245,311209.0,668223.0,-3.4215449999999996,55.898903000000004,95,3,2,1,4,940,S12000040,3,71,6,50,0,-1,-1,0,0,0,1,4,1,0,0,2,1,,2018-12-09 17:30:00
2018950001246,329850.0,671580.0,-3.124384,55.932140000000004,95,3,1,1,3,923,S12000036,6,0,3,20,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-11-09 17:10:00
2018950001247,335560.0,670455.0,-3.032742,55.922833999999995,95,2,2,1,4,921,S12000010,3,6124,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,,2018-12-09 19:40:00
2018950001248,310257.0,672441.0,-3.438167,55.936612,95,2,1,1,4,940,S12000040,3,89,6,50,9,4,6,0,0,8,1,1,2,6,0,1,1,,2018-12-09 07:15:00
2018950001249,323714.0,672088.0,-3.222713,55.935768,95,3,2,1,5,923,S12000036,5,0,6,30,7,2,6,0,0,5,1,9,1,0,0,1,1,,2018-06-14 08:00:00
2018950001251,334268.0,643689.0,-3.046935,55.682210999999995,95,2,1,1,5,914,S12000026,4,709,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-09-13 09:05:00
2018950001252,358982.0,635357.0,-2.652689,55.610074,95,2,1,1,7,914,S12000026,6,0,6,60,3,4,4,6356,0,0,1,4,1,0,0,2,1,,2018-08-09 01:00:00
2018950001253,354975.0,620368.0,-2.7138459999999998,55.47505,95,3,2,1,5,914,S12000026,4,6405,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-09-13 15:00:00
2018950001254,324300.0,643355.0,-3.20533,55.67775699999999,95,3,1,2,5,914,S12000026,3,703,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-13 16:55:00
2018950001255,326990.0,672780.0,-3.170474,55.942493000000006,95,3,1,1,6,923,S12000036,6,0,1,20,1,4,6,0,0,0,6,1,2,0,0,1,1,,2018-09-14 20:00:00
2018950001256,323671.0,674091.0,-3.223969,55.953753000000006,95,3,3,1,3,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-11-09 12:30:00
2018950001257,329620.0,667450.0,-3.1269869999999997,55.895006,95,3,2,1,6,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-09-14 13:40:00
2018950001259,319380.0,672950.0,-3.292326,55.942802,95,3,1,1,6,923,S12000036,3,8,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,2018-09-14 15:40:00
2018950001260,327180.0,671840.0,-3.167179,55.934078,95,3,2,1,7,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2,,2018-09-15 10:45:00
2018950001261,327220.0,676480.0,-3.1677939999999998,55.975763,95,3,2,3,7,923,S12000036,3,199,6,20,9,4,6,0,0,5,1,1,1,0,0,1,1,,2018-09-15 16:00:00
2018950001263,361674.0,627061.0,-2.608805,55.535757,95,3,1,1,7,914,S12000026,3,68,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-09-15 21:00:00
2018950001264,327310.0,674400.0,-3.1657900000000003,55.95709300000001,95,3,1,1,6,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,2018-09-14 14:50:00
2018950001265,296849.0,661004.0,-3.6483440000000003,55.831205000000004,95,2,1,1,7,940,S12000040,3,71,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-15 09:08:00
2018950001266,310209.0,667113.0,-3.4371629999999995,55.888748,95,2,3,1,7,940,S12000040,4,7031,6,30,3,2,6,0,0,5,1,2,2,0,0,2,1,,2018-09-15 23:30:00
2018950001267,314640.0,671680.0,-3.3677879999999996,55.930575,95,3,2,1,1,923,S12000036,1,9,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-16 15:15:00
2018950001268,311940.0,677760.0,-3.412976,55.984699,95,3,1,1,1,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-09-16 22:10:00
2018950001269,320340.0,673520.0,-3.277129,55.94808199999999,95,3,2,1,1,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-09-16 12:50:00
2018950001270,320360.0,671960.0,-3.276348,55.934073,95,2,1,1,2,923,S12000036,5,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-09-17 14:50:00
2018950001271,294543.0,664441.0,-3.6864769999999996,55.861573,95,3,2,1,3,940,S12000040,6,0,1,30,1,4,6,0,0,0,4,2,1,0,0,1,1,,2018-09-18 05:50:00
2018950001272,332321.0,666925.0,-3.0836759999999996,55.890678,95,3,2,2,3,929,S12000019,4,6392,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-09-18 08:50:00
2018950001273,322513.0,675581.0,-3.242938,55.966951,95,3,2,1,2,923,S12000036,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,,2018-08-13 18:00:00
2018950001274,323400.0,671330.0,-3.227522,55.928909,95,3,1,1,3,923,S12000036,6,0,1,30,7,2,6,0,0,0,4,1,2,5,0,1,1,,2018-09-18 18:50:00
2018950001275,295763.0,665427.0,-3.6673739999999997,55.87069399999999,95,3,2,1,3,940,S12000040,1,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-18 09:42:00
2018950001276,316681.0,672441.0,-3.3353669999999997,55.937768999999996,95,3,2,1,4,923,S12000036,3,8,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-09-19 08:05:00
2018950001278,358474.0,676235.0,-2.667003,55.97729,95,3,1,2,4,921,S12000010,3,1,3,70,0,-1,-1,0,0,0,1,4,5,0,0,2,1,,2018-09-19 11:45:00
2018950001280,331130.0,671660.0,-3.1039220000000003,55.933043999999995,95,3,2,1,2,923,S12000036,3,6095,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,2,,2018-09-17 17:30:00
2018950001281,315100.0,673080.0,-3.360869,55.943231999999995,95,3,2,1,5,923,S12000036,6,0,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-20 15:50:00
2018950001282,322190.0,675620.0,-3.248122,55.967249,95,3,3,2,4,923,S12000036,6,0,6,30,3,4,5,0,0,5,1,1,2,0,0,1,1,,2018-09-19 16:30:00
2018950001283,322860.0,676750.0,-3.237716,55.977506999999996,95,3,2,1,5,923,S12000036,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-09-20 15:10:00
2018950001285,330750.0,672090.0,-3.110113,55.936852,95,3,2,1,6,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-09-21 14:15:00
2018950001286,295367.0,665417.0,-3.6736949999999995,55.870518000000004,95,3,2,1,3,940,S12000040,1,8,3,70,0,-1,-1,0,0,0,1,8,2,0,0,2,1,,2018-09-18 10:24:00
2018950001287,302004.0,668387.0,-3.568753,55.898589,95,3,2,1,6,940,S12000040,6,0,1,40,1,4,6,0,0,8,1,1,1,0,0,1,1,,2018-09-21 16:12:00
2018950001288,325050.0,674130.0,-3.201901,55.95432099999999,95,3,3,1,6,923,S12000036,5,0,6,20,6,2,5,0,0,5,4,1,1,0,0,1,1,,2018-09-21 23:35:00
2018950001289,311270.0,671120.0,-3.421522,55.924935,95,2,2,1,7,923,S12000036,1,8,3,70,5,4,1,8,0,0,1,1,1,0,0,2,1,,2018-09-22 12:10:00
2018950001292,357849.0,633451.0,-2.6703810000000003,55.592853000000005,95,3,5,1,1,914,S12000026,3,68,6,60,9,4,6,0,0,0,1,1,1,0,0,2,1,,2018-09-23 15:27:00
2018950001293,344386.0,676913.0,-2.892864,55.981954,95,3,1,1,2,921,S12000010,3,198,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-17 18:45:00
2018950001294,328539.0,675811.0,-3.146486,55.969952,95,3,3,2,3,923,S12000036,3,199,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,2018-07-08 22:55:00
2018950001296,325360.0,673950.0,-3.196888,55.952752000000004,95,3,1,1,4,923,S12000036,5,0,6,20,3,4,5,0,2,5,1,1,1,0,0,1,1,,2018-09-19 14:00:00
2018950001297,304699.0,668904.0,-3.5258540000000003,55.903774,95,3,2,3,2,940,S12000040,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,,2018-09-24 21:00:00
2018950001298,325610.0,674830.0,-3.193129,55.960694999999994,95,2,2,1,3,923,S12000036,6,0,6,20,8,4,6,0,0,0,1,1,1,0,0,1,1,,2018-09-25 07:45:00
2018950001299,297087.0,671451.0,-3.648517,55.92508,95,3,2,1,5,940,S12000040,4,792,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-20 15:05:00
2018950001300,324780.0,667670.0,-3.204421,55.89625,95,3,2,1,4,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,6,1,1,0,0,1,1,,2018-12-09 08:40:00
2018950001301,348958.0,636431.0,-2.811994,55.618774,95,3,2,1,3,914,S12000026,6,0,2,30,9,2,6,0,0,5,1,1,1,0,0,1,1,,2018-04-09 18:00:00
2018950001302,326060.0,674420.0,-3.18581,55.95708199999999,95,3,2,1,3,923,S12000036,3,900,6,20,3,3,3,900,0,0,4,1,1,0,0,1,1,,2018-09-25 21:30:00
2018950001303,322230.0,675520.0,-3.2474529999999997,55.966356999999995,95,2,1,1,4,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-09-26 08:49:00
2018950001304,342502.0,651367.0,-2.917624,55.752235,95,2,3,2,4,914,S12000026,3,7,6,60,0,-1,-1,0,0,0,1,8,2,0,0,2,1,,2018-09-26 07:35:00
2018950001305,321197.0,640084.0,-3.25372,55.64788000000001,95,2,4,1,3,914,S12000026,3,72,6,60,0,-1,-1,0,0,0,1,4,1,0,0,2,1,,2018-09-25 17:45:00
2018950001306,305720.0,671112.0,-3.510303,55.923807,95,3,2,2,7,940,S12000040,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,,2018-09-22 13:30:00
2018950001308,323075.0,660199.0,-3.229557,55.828869999999995,95,3,2,3,4,929,S12000019,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-09-26 14:40:00
2018950001309,361805.0,677396.0,-2.613795,55.987998,95,2,2,1,4,921,S12000010,3,1,3,70,0,-1,-1,0,0,0,1,4,1,0,0,2,1,,2018-09-26 16:22:00
2018950001313,319370.0,671520.0,-3.2920589999999996,55.92995500000001,95,3,1,1,5,923,S12000036,6,0,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,,2018-09-27 13:10:00
2018950001314,321790.0,670830.0,-3.2531369999999997,55.924158,95,3,2,1,5,923,S12000036,6,0,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1,,2018-09-27 07:40:00
2018950001315,294704.0,665030.0,-3.684135,55.866898,95,3,1,1,5,940,S12000040,3,705,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-09-27 18:40:00
2018950001316,319220.0,671950.0,-3.2945870000000004,55.93379300000001,95,2,1,2,4,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,2018-09-26 18:00:00
2018950001317,324410.0,667820.0,-3.210378,55.897539,95,3,2,1,6,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-28 08:10:00
2018950001318,304599.0,670739.0,-3.5281019999999996,55.920235999999996,95,3,2,2,5,940,S12000040,6,0,1,60,1,4,6,0,0,0,1,1,1,0,0,2,2,,2018-09-27 07:30:00
2018950001319,312993.0,645027.0,-3.3856059999999997,55.690878000000005,95,3,3,1,6,914,S12000026,3,72,6,60,9,4,3,701,0,0,1,1,1,0,0,2,1,,2018-09-28 11:50:00
2018950001320,385414.0,656276.0,-2.234238,55.799546,95,2,3,1,6,914,S12000026,3,6105,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-28 11:35:00
2018950001321,304685.0,670702.0,-3.526714,55.91992,95,3,2,1,6,940,S12000040,6,0,6,40,1,4,3,899,0,0,4,1,1,0,0,2,1,,2018-09-28 19:20:00
2018950001322,325640.0,673940.0,-3.192403,55.952706000000006,95,3,1,1,7,923,S12000036,3,8,6,20,3,2,6,0,0,5,4,9,1,0,0,1,1,,2018-09-29 05:45:00
2018950001323,333866.0,671619.0,-3.060129,55.93306,95,3,2,1,4,921,S12000010,4,6415,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,,2018-09-26 21:00:00
2018950001325,328830.0,669150.0,-3.1400639999999997,55.910160999999995,95,3,1,1,7,923,S12000036,3,772,6,20,0,-1,-1,0,0,0,1,9,1,0,0,1,1,,2018-09-29 11:10:00
2018950001327,323646.0,668604.0,-3.222814,55.904461,95,3,1,1,7,923,S12000036,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,,2018-09-29 14:12:00
2018950001328,312540.0,672730.0,-3.401728,55.939629000000004,95,3,1,1,2,923,S12000036,6,0,1,40,1,2,6,0,0,0,4,1,1,0,0,2,1,,2018-01-10 00:20:00
2018950001329,322430.0,674940.0,-3.244082,55.961180000000006,95,3,1,1,1,923,S12000036,3,902,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-09-30 17:20:00
2018950001330,299056.0,676550.0,-3.618933,55.971293,95,3,4,1,6,940,S12000040,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,,2018-09-28 21:30:00
2018950001331,365475.0,678135.0,-2.555069,55.994917,95,3,2,1,1,921,S12000010,3,1087,6,20,3,4,6,0,0,0,1,1,1,0,0,2,2,,2018-09-30 17:36:00
2018950001333,323730.0,673700.0,-3.222913,55.95025,95,3,1,1,7,923,S12000036,6,0,6,20,8,4,6,0,0,0,4,1,1,0,0,1,1,,2018-09-15 23:34:00
2018950001334,332316.0,666931.0,-3.083757,55.890731,95,3,1,1,2,929,S12000019,4,6392,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-01-10 16:55:00
2018950001335,395477.0,660673.0,-2.073798,55.839254000000004,95,2,2,1,1,914,S12000026,3,1,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,2018-09-30 23:12:00
2018950001336,325150.0,673970.0,-3.200256,55.952899,95,3,2,1,1,923,S12000036,5,0,1,20,1,4,5,0,0,1,4,2,2,0,0,1,1,,2018-09-16 01:50:00
2018950001337,326550.0,675140.0,-3.1781610000000002,55.963625,95,3,1,1,6,923,S12000036,3,900,6,20,3,2,5,0,0,5,1,1,1,0,0,1,2,,2018-09-28 12:50:00
2018950001339,333553.0,614684.0,-3.051323,55.42154,95,2,1,1,1,914,S12000026,4,711,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-02-09 13:55:00
2018950001340,321580.0,671470.0,-3.256683,55.929873,95,3,2,1,7,923,S12000036,3,71,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,2018-09-29 16:30:00
2018950001341,333271.0,671040.0,-3.0695080000000003,55.927777,95,3,1,1,3,921,S12000010,3,1,3,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-02-10 07:40:00
2018950001342,338521.0,672823.0,-2.9859080000000002,55.944494999999996,95,3,2,1,3,921,S12000010,3,1,3,60,5,4,3,199,0,0,1,1,1,0,0,2,1,,2018-02-10 07:00:00
2018950001343,298454.0,665874.0,-3.624557,55.875282999999996,95,3,1,1,3,940,S12000040,4,792,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,2018-02-10 15:50:00
2018950001344,304865.0,666515.0,-3.52236,55.88235,95,3,2,1,1,940,S12000040,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,,2018-09-30 17:10:00
2018950001347,330430.0,672600.0,-3.115367,55.941387,95,3,2,2,4,923,S12000036,6,0,6,20,3,4,3,6106,0,0,1,1,1,0,0,1,1,,2018-03-10 13:26:00
2018950001348,329070.0,675590.0,-3.137922,55.968045999999994,95,3,2,1,2,923,S12000036,3,199,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-01-10 13:40:00
2018950001349,326300.0,673180.0,-3.181628,55.945981,95,3,1,1,4,923,S12000036,6,0,6,20,9,4,6,0,0,0,1,1,1,0,0,1,2,,2018-03-10 18:00:00
2018950001350,357294.0,638457.0,-2.679965,55.637781000000004,95,3,2,1,6,914,S12000026,3,68,6,30,3,4,3,6105,0,5,1,1,1,0,0,2,1,,2018-09-21 13:45:00
2018950001351,332220.0,668259.0,-3.085625,55.902646999999995,95,3,2,1,4,929,S12000019,3,720,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-03-10 08:30:00
2018950001353,323690.0,673220.0,-3.223418,55.945933,95,2,2,1,5,923,S12000036,3,8,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-04-10 17:00:00
2018950001355,302910.0,669060.0,-3.5545120000000003,55.904817,95,3,2,2,5,940,S12000040,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-04-10 10:00:00
2018950001356,,,,,95,3,1,1,5,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,3,2,,2018-04-10 13:00:00
2018950001357,327410.0,671210.0,-3.163328,55.928453000000005,95,3,2,1,3,923,S12000036,6,0,6,30,1,2,6,0,0,0,6,1,1,0,0,1,2,,2018-02-10 20:00:00
2018950001358,325790.0,677010.0,-3.190848,55.980305,95,3,2,2,6,923,S12000036,3,901,6,20,3,1,3,901,0,0,1,1,1,0,0,1,2,,2018-05-10 16:40:00
2018950001359,307551.0,667618.0,-3.4798160000000005,55.89278,95,3,1,1,5,940,S12000040,6,0,6,40,0,-1,-1,0,0,0,5,2,2,0,0,1,1,,2018-09-27 06:30:00
2018950001361,334106.0,670621.0,-3.056045,55.924128,95,3,2,1,7,921,S12000010,3,1,7,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-06-01 16:30:00
2018950001362,318040.0,670920.0,-3.3131559999999998,55.924341000000005,95,3,3,5,7,923,S12000036,1,8,3,70,1,2,3,720,0,0,1,1,1,0,0,2,1,,2018-06-10 12:55:00
2018950001363,328550.0,673750.0,-3.145762,55.951441,95,3,2,1,5,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,2018-04-10 08:55:00
