Accident_Index,Location_Easting,Location_Northing,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_District,Local_Authority_Highway,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Date_Time
201891SNE1642,283812.0,900207.0,-3.966122,57.97588100000001,91,3,2,1,6,927,S12000017,3,9,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-11-16 12:30:00
201891SNE1663,213342.0,899776.0,-5.155566,57.94803100000001,91,2,3,2,3,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-05-06 13:10:00
201891SNE1676,277091.0,882764.0,-4.070646,57.81750600000001,91,3,2,1,4,927,S12000017,3,9,6,60,3,4,4,9174,0,0,1,1,1,0,0,2,2,,2018-01-08 12:00:00
201891SNE1709,239473.0,861442.0,-4.688936,57.614286,91,3,2,1,1,927,S12000017,3,835,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-03-06 10:33:00
201891SNE1712,265930.0,869842.0,-4.251135,57.698322999999995,91,2,1,1,5,927,S12000017,6,0,9,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-04-19 13:55:00
201891SNE1772,277094.0,882766.0,-4.070596,57.817525,91,3,2,1,6,927,S12000017,3,9,6,60,3,4,4,9174,0,0,1,1,1,0,0,2,1,,2018-05-25 12:30:00
201891SNE1787,265578.0,853773.0,-4.2481029999999995,57.553993000000006,91,2,3,1,7,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-12-05 12:15:00
201891SNE1810,268811.0,872465.0,-4.204269,57.722716000000005,91,3,1,1,7,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-11-08 12:05:00
201891SNE1868,276866.0,897687.0,-4.082162,57.951393,91,2,2,1,6,927,S12000017,3,9,6,60,3,4,6,0,0,0,1,2,2,0,0,2,1,,2018-07-20 14:00:00
201891SNE1938,258337.0,863039.0,-4.374415,57.63494,91,3,1,3,5,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,2,7,0,2,1,,2018-12-27 14:00:00
201891SNE1946,238742.0,856708.0,-4.698009,57.57155,91,3,1,1,6,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,,2018-11-05 11:00:00
201891SNE1992,240514.0,924068.0,-4.713583,58.176536,91,3,1,1,1,927,S12000017,3,838,6,60,0,-1,-1,0,0,0,6,8,1,0,0,2,1,,2018-09-30 00:01:00
201891SNE2038,274240.0,872893.0,-4.113416,57.728112,91,3,2,1,1,927,S12000017,3,9,6,60,9,4,6,0,0,8,1,2,2,0,0,2,1,,2018-08-26 12:35:00
201891SNE2102,219824.0,878725.0,-5.030298,57.761889000000004,91,1,2,1,5,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-07-19 14:15:00
201891SNE2121,277092.0,882769.0,-4.070632,57.817551,91,3,2,1,7,927,S12000017,3,9,6,60,5,4,4,9174,0,0,1,1,1,0,0,2,1,,2018-04-28 13:45:00
201891SNE2123,263346.0,868801.0,-4.29386,57.688202000000004,91,3,2,1,7,927,S12000017,4,9176,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-10-11 21:28:00
201891SNE2186,255834.0,853966.0,-4.410899,57.552721,91,3,3,1,2,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,2,2,0,2,2,1,,2018-05-21 16:20:00
201891SNE2195,223754.0,930058.0,-5.002676999999999,58.223887,91,2,1,1,7,927,S12000017,3,894,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-06-30 12:50:00
201891SNE2260,271664.0,855911.0,-4.147608999999999,57.574953,91,2,1,1,5,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-12-20 15:08:00
201891SNE2278,238240.0,964847.0,-4.780844999999999,58.541532,91,3,2,1,2,927,S12000017,3,838,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,,2018-11-06 11:30:00
201891SNE2280,260458.0,861108.0,-4.33781,57.61827099999999,91,2,1,1,3,927,S12000017,4,9163,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-10-30 15:30:00
201891SNE2415,264055.0,886289.0,-4.291903,57.84537099999999,91,1,1,1,3,927,S12000017,4,9176,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-05-06 15:31:00
201891SNE2471,202521.0,861131.0,-5.306207,57.596835,91,3,2,1,7,927,S12000017,3,896,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-01-09 19:23:00
201891SNE2481,258764.0,862089.0,-4.366715,57.626548,91,3,3,1,6,927,S12000017,3,9,6,60,1,4,3,9,0,0,1,1,1,0,0,2,1,,2018-10-19 15:51:00
201891SNE2582,291628.0,906791.0,-3.837082,58.036961,91,3,1,1,3,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-04-09 16:47:00
201891SNE2645,224850.0,914814.0,-4.972606,58.087593000000005,91,3,1,1,4,927,S12000017,3,837,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-22 16:00:00
201891SNE2671,263618.0,850290.0,-4.278876,57.522144,91,3,2,1,1,927,S12000017,4,9161,6,60,3,4,6,0,0,0,1,1,2,0,0,2,1,,2018-12-23 16:00:00
201891SNE2714,278517.0,881053.0,-4.045789,57.802537,91,3,2,1,7,927,S12000017,3,9,6,60,3,4,6,0,0,0,4,8,2,0,0,2,1,,2018-08-12 16:17:00
201891SNE2799,260118.0,863910.0,-4.345117,57.643313,91,1,2,2,4,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,2018-12-12 17:19:00
201891SNE2815,250123.0,853356.0,-4.505859,57.545390000000005,91,3,1,1,5,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,3,,2018-06-21 13:00:00
201891SNE2863,277162.0,875025.0,-4.065478,57.748059,91,2,2,2,4,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-22 17:12:00
201891SNE2886,259497.0,860044.0,-4.353265,57.608424,91,2,2,1,5,927,S12000017,3,9,6,60,3,4,4,9163,0,0,1,1,1,0,0,2,1,,2018-02-08 16:59:00
201891SNE2905,277095.0,882764.0,-4.070579,57.81750699999999,91,3,2,1,4,927,S12000017,3,9,6,60,3,4,4,9174,0,0,1,1,1,0,0,2,1,,2018-07-25 16:56:00
201891SNE3066,210847.0,898265.0,-5.196443,57.933428,91,3,1,1,4,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-01-08 18:15:00
201891SNE3084,223209.0,956182.0,-5.0319720000000006,58.45797099999999,91,2,1,1,3,927,S12000017,4,801,6,60,0,-1,-1,0,0,0,4,3,3,0,0,2,1,,2018-06-02 19:30:00
201891SNE3200,278516.0,881030.0,-4.045794,57.802330000000005,91,3,3,3,7,927,S12000017,3,9,6,60,3,4,4,9174,0,0,1,1,1,0,0,2,1,,2018-02-06 16:30:00
201891SNE3250,283390.0,900064.0,-3.973182,57.974486999999996,91,3,1,1,7,927,S12000017,3,9,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,1,,2018-12-22 17:05:00
201891SNE3280,260331.0,852431.0,-4.334938,57.54035699999999,91,3,2,1,5,927,S12000017,3,9,1,60,1,4,3,832,0,0,1,1,1,0,0,2,1,,2018-07-06 18:10:00
201891SNE3504,290374.0,905402.0,-3.8576599999999996,58.024184,91,3,2,1,1,927,S12000017,3,9,6,40,0,-1,-1,0,0,0,1,8,1,0,0,2,1,,2018-03-18 17:55:00
201891SNE3549,258762.0,862210.0,-4.3668190000000005,57.627632999999996,91,3,1,1,1,927,S12000017,3,9,1,60,1,4,3,9,0,0,5,1,2,0,0,2,1,,2018-09-23 19:30:00
201891SNE3574,241245.0,859015.0,-4.657719,57.593137,91,1,2,1,1,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-06-24 18:27:00
201891SNE3662,254854.0,858893.0,-4.430206,57.596624,91,3,2,1,3,927,S12000017,6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,,2018-03-07 19:20:00
201891SNE3684,270045.0,869881.0,-4.1821720000000004,57.699881999999995,91,3,1,1,3,927,S12000017,6,0,6,60,9,-1,6,0,0,0,1,1,1,0,0,2,1,,2018-05-29 19:00:00
201891SNE3796,256067.0,860243.0,-4.410734,57.609128000000005,91,3,1,1,6,927,S12000017,3,862,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-05-10 20:32:00
201891SNE3954,262051.0,867431.0,-4.314776999999999,57.675511,91,3,1,1,5,927,S12000017,4,817,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,,2018-11-29 22:10:00
201891SNE4026,254721.0,856350.0,-4.430905999999999,57.573758999999995,91,1,1,1,5,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-06-12 22:02:00
201891SNE4175,268557.0,869137.0,-4.206711,57.69277099999999,91,3,1,1,2,927,S12000017,4,817,6,50,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,2018-10-29 21:10:00
201891SNE4242,265711.0,869574.0,-4.254657,57.695852,91,3,1,1,1,927,S12000017,4,817,6,30,0,-1,-1,0,0,-1,1,1,1,0,0,1,1,,2018-05-27 20:15:00
201891SNE6023,264795.0,853607.0,-4.261083999999999,57.552268999999995,91,2,1,1,7,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,2018-06-30 23:55:00
201891SNH0467,132913.0,921956.0,-6.535546,58.105691,91,3,1,1,6,941,S12000013,3,895,6,40,0,-1,-1,0,0,0,6,1,4,0,0,2,1,,2018-02-11 06:44:00
201891SNH0884,146087.0,938312.0,-6.330478,58.259926,91,3,1,1,1,941,S12000013,4,895,6,60,0,-1,-1,0,0,0,6,1,3,0,0,2,1,,2018-12-30 03:30:00
201891SNH0905,135696.0,948960.0,-6.519175,58.34914499999999,91,3,1,1,1,941,S12000013,3,857,6,40,3,4,3,858,0,0,5,1,2,0,0,2,1,,2018-09-16 04:00:00
201891SNH0966,108217.0,896814.0,-6.922018,57.865131000000005,91,3,1,1,3,941,S12000013,3,859,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-10-04 10:25:00
201891SNH0968,144367.0,936667.0,-6.357892,58.244198,91,3,1,1,1,941,S12000013,4,895,6,40,0,-1,-1,0,0,0,4,1,1,0,0,2,1,,2018-10-06 03:45:00
201891SNH0999,138032.0,946598.0,-6.476707,58.329398,91,3,1,1,7,941,S12000013,3,857,3,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,2018-11-17 06:35:00
201891SNH1418,142529.0,934039.0,-6.386196,58.219593,91,3,1,1,4,941,S12000013,3,857,6,30,1,4,6,0,0,5,1,1,1,0,0,1,2,,2018-08-29 11:45:00
201891SNH1632,109617.0,933370.0,-6.943560000000001,58.193166000000005,91,3,1,1,4,941,S12000013,4,8011,6,60,0,-1,-1,0,0,0,1,-1,-1,0,0,2,1,,2018-12-09 13:07:00
201891SNH1690,142471.0,933112.0,-6.386154,58.211257999999994,91,3,2,1,4,941,S12000013,3,857,6,30,3,4,6,0,0,0,1,-1,-1,0,0,1,1,,2018-12-19 13:15:00
201891SNH1836,111851.0,892275.0,-6.855509,57.826865000000005,91,2,2,1,7,941,S12000013,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-18 12:15:00
201891SNH2144,147815.0,940013.0,-6.302965,58.276154000000005,91,3,2,1,4,941,S12000013,4,895,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-12-26 14:30:00
201891SNH2514,,,,,91,3,1,1,2,941,S12000013,3,859,6,60,0,-1,-1,0,0,0,1,2,2,0,0,3,1,,2018-10-09 16:00:00
201891SNH2648,151126.0,962451.0,-6.2709410000000005,58.47900500000001,91,1,1,1,2,941,S12000013,3,857,6,40,0,-1,-1,0,0,0,4,1,2,0,0,2,1,,2018-12-31 17:24:00
201891SNH2744,103897.0,884800.0,-6.979675,57.75479,91,3,2,1,4,941,S12000013,3,859,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-10-31 17:33:00
201891SNH3001,120084.0,928648.0,-6.760484,58.157666000000006,91,3,1,1,5,941,S12000013,4,8011,6,60,0,-1,-1,0,0,0,1,1,1,0,7,2,1,,2018-05-24 17:00:00
201891SNH3115,148060.0,932189.0,-6.290312999999999,58.206221,91,3,1,1,5,941,S12000013,3,866,3,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-08 17:59:00
201891SNH3207,125279.0,946366.0,-6.693460000000001,58.319526,91,3,2,1,7,941,S12000013,3,858,6,40,0,-1,-1,0,0,0,4,-1,-1,0,0,2,1,,2018-01-12 18:12:00
201891SNH3284,120423.0,928845.0,-6.754979,58.159643,91,3,1,1,2,941,S12000013,4,8011,6,60,3,4,4,8059,0,0,6,1,2,0,0,2,1,,2018-05-11 17:50:00
201891SNH3342,84654.0,857539.0,-7.266147999999999,57.497864,91,3,1,1,1,941,S12000013,3,865,6,60,0,-1,-1,0,0,0,1,2,1,0,2,2,1,,2018-03-06 17:25:00
201891SNH3747,134330.0,922897.0,-6.512645,58.114968999999995,91,2,1,1,2,941,S12000013,3,857,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-05-28 18:00:00
201891SNH3888,142552.0,934260.0,-6.38605,58.221586,91,2,1,1,2,941,S12000013,3,857,3,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,2018-05-11 18:50:00
201891SNH3911,142995.0,932781.0,-6.376898000000001,58.208599,91,3,2,1,5,941,S12000013,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,2,,2018-05-07 18:30:00
201891SNJ0551,318377.0,968351.0,-3.406015,58.59542,91,2,2,1,5,927,S12000017,3,836,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-10-18 07:35:00
201891SNJ0604,303728.0,968665.0,-3.658067,58.595236,91,1,1,1,6,927,S12000017,3,99,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-05-25 07:00:00
201891SNJ0637,332089.0,960158.0,-3.167714,58.52421700000001,91,3,1,1,6,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,8,4,0,0,2,1,,2018-02-11 08:30:00
201891SNJ0750,308971.0,968962.0,-3.568021,58.599033999999996,91,3,1,4,1,927,S12000017,3,836,6,60,0,-1,-1,0,0,0,6,7,1,0,0,2,1,,2018-05-27 02:15:00
201891SNJ0754,330637.0,974008.0,-3.196878,58.648348999999996,91,3,2,2,2,927,S12000017,3,836,6,60,8,4,6,0,0,0,1,1,1,0,0,2,1,,2018-06-08 08:40:00
201891SNJ0781,336937.0,967826.0,-3.086624,58.593802000000004,91,3,2,2,2,927,S12000017,3,99,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-12-24 09:22:00
201891SNJ1040,335045.0,947111.0,-3.1132619999999998,58.407514,91,3,3,1,5,927,S12000017,3,99,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-04-10 10:47:00
201891SNJ1069,330468.0,939109.0,-3.189148,58.334956999999996,91,2,2,1,3,927,S12000017,3,99,6,60,0,-1,-1,0,0,0,1,-1,-1,0,0,2,1,,2018-11-09 11:15:00
201891SNJ1090,315285.0,960725.0,-3.456347,58.52636,91,3,2,1,7,927,S12000017,3,9,3,60,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-08-25 08:20:00
201891SNJ1410,315092.0,961386.0,-3.4599059999999997,58.532256999999994,91,3,3,2,2,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-07-16 11:53:00
201891SNJ1597,315275.0,960836.0,-3.4565599999999996,58.52735500000001,91,3,2,1,4,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,1,1,4,0,2,1,,2018-08-29 12:51:00
201891SNJ1789,222148.0,933854.0,-5.0328870000000006,58.257288,91,3,1,1,7,927,S12000017,3,894,6,60,0,-1,-1,0,0,0,1,2,1,0,0,2,1,,2018-05-19 11:57:00
201891SNJ1989,306061.0,969527.0,-3.618304,58.603486,91,3,2,1,6,927,S12000017,3,836,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-06-07 13:44:00
201891SNJ2020,336644.0,951483.0,-3.087114,58.44700699999999,91,3,1,1,7,927,S12000017,6,0,6,20,0,-1,-1,0,0,0,1,-1,-1,0,0,1,1,,2018-10-20 13:45:00
201891SNJ2033,336211.0,950855.0,-3.0943560000000003,58.44130500000001,91,3,2,1,6,927,S12000017,3,99,1,30,1,4,3,99,0,0,1,8,1,0,0,1,1,,2018-05-10 14:05:00
201891SNJ2040,322367.0,958667.0,-3.33408,58.509204000000004,91,3,1,1,5,927,S12000017,4,874,6,60,0,-1,-1,0,0,0,1,1,1,5,0,2,1,,2018-07-06 14:08:00
201891SNJ2195,311575.0,968308.0,-3.5229790000000003,58.593701,91,3,2,1,2,927,S12000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-02-04 15:55:00
201891SNJ2528,274436.0,872971.0,-4.110168,57.728867,91,2,2,3,2,927,S12000017,3,9,6,60,9,4,6,0,0,0,1,1,1,0,0,2,1,,2018-03-09 15:05:00
201891SNJ2578,336211.0,950855.0,-3.0943560000000003,58.44130500000001,91,3,3,1,1,927,S12000017,3,882,6,60,0,-1,-1,0,0,0,1,8,2,0,0,1,1,,2018-09-30 15:39:00
201891SNJ2945,315578.0,960136.0,-3.4510989999999997,58.521129,91,3,2,3,7,927,S12000017,3,9,3,60,9,4,3,882,0,0,1,1,1,0,2,2,1,,2018-12-05 16:20:00
201891SNJ3132,336481.0,950290.0,-3.089575,58.436271,91,3,1,2,7,927,S12000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-05-19 16:53:00
201891SNJ3219,332683.0,943228.0,-3.152535,58.372289,91,3,1,1,7,927,S12000017,3,99,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-07-14 15:50:00
201891SNJ3620,258863.0,962215.0,-4.425285,58.52509499999999,91,3,1,1,7,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-06-23 19:13:00
201891SNJ3776,334923.0,950861.0,-3.116415,58.441168000000005,91,1,2,1,2,927,S12000017,3,882,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-10-12 20:31:00
201891SNJ3920,306212.0,918933.0,-3.5950660000000005,58.149299,91,3,1,1,1,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,6,6,3,0,7,2,1,,2018-11-02 21:53:00
201891SNJ3952,325871.0,936304.0,-3.266732,58.309017000000004,91,3,1,1,7,927,S12000017,3,99,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-07-14 19:45:00
201891SNJ4223,326037.0,954006.0,-3.2696009999999998,58.467992,91,3,1,1,6,927,S12000017,3,882,6,60,0,-1,-1,0,0,0,6,4,1,0,0,2,1,,2018-03-16 22:10:00
201891SNJ4296,336365.0,951372.0,-3.091862,58.445969999999996,91,3,2,1,4,927,S12000017,6,0,6,30,0,-1,-1,0,0,0,4,8,2,0,0,1,1,,2018-05-09 22:05:00
201891SNJ4371,323834.0,953649.0,-3.307235,58.464406999999994,91,3,1,1,3,927,S12000017,4,870,6,60,3,4,6,0,0,0,6,8,4,0,0,2,1,,2018-04-12 23:50:00
201891SNJ4564,309014.0,968454.0,-3.567078,58.594483,91,1,1,1,7,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-01-12 23:09:00
201891SNK0403,325228.0,1014982.0,-3.3038,59.015330000000006,91,2,1,2,6,933,S12000023,3,967,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-04-05 05:20:00
201891SNK0500,339674.0,1012312.0,-3.051565,58.993643999999996,91,1,1,2,3,933,S12000023,3,965,6,60,0,-1,-1,0,0,0,6,1,4,0,0,2,1,,2018-11-27 07:30:00
201891SNK0503,326596.0,1018760.0,-3.281246,59.049487,91,3,2,2,5,933,S12000023,3,967,6,50,6,3,4,9057,0,0,6,1,2,0,0,2,1,,2018-12-13 07:09:00
201891SNK0613,344809.0,1011026.0,-2.961895,58.982792,91,3,1,1,1,933,S12000023,6,0,6,30,6,4,3,963,0,0,4,1,1,0,0,1,1,,2018-03-18 02:15:00
201891SNK1169,344690.0,1010933.0,-2.963941,58.981941000000006,91,3,4,1,4,933,S12000023,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-11-04 11:30:00
201891SNK1231,351044.0,1040844.0,-2.8601259999999997,59.251295999999996,91,2,1,3,1,933,S12000023,4,9066,6,60,6,4,6,0,0,0,6,4,2,0,0,2,2,,2018-04-15 02:00:00
201891SNK1704,325940.0,1018617.0,-3.2926290000000003,59.048089000000004,91,1,1,1,7,933,S12000023,4,9057,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-25 11:45:00
201891SNK1820,344716.0,1010723.0,-2.963436,58.980059,91,3,2,1,7,933,S12000023,3,963,1,30,1,4,3,963,0,1,1,1,1,0,0,1,1,,2018-06-10 12:10:00
201891SNK2020,345190.0,1007274.0,-2.954336,58.94915,91,3,2,1,5,933,S12000023,3,961,6,60,3,4,6,0,0,0,1,-1,-1,0,0,2,1,,2018-01-11 14:00:00
201891SNK2318,340681.0,1010818.0,-3.033641,58.98036999999999,91,3,2,2,7,933,S12000023,5,0,6,50,8,4,6,0,0,0,1,1,1,0,0,2,1,,2018-05-19 14:00:00
201891SNK2389,342472.0,990642.0,-2.997259,58.799448999999996,91,3,1,1,7,933,S12000023,4,9042,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-10-20 15:30:00
201891SNK3246,345650.0,1010338.0,-2.9470959999999997,58.976721999999995,91,3,1,1,5,933,S12000023,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-08-11 18:50:00
201891SNK3374,328075.0,1011238.0,-3.253017,58.982204,91,3,2,1,4,933,S12000023,3,965,6,60,9,4,6,0,0,0,1,1,1,0,0,2,2,,2018-02-21 13:15:00
201891SNK3502,325950.0,1011948.0,-3.2902129999999996,58.988215000000004,91,2,1,1,2,933,S12000023,3,967,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,2018-03-19 19:30:00
201891SNL0322,462672.0,1209512.0,-0.8516360000000001,60.763721999999994,91,3,1,1,1,936,S12000027,3,968,6,60,0,-1,-1,0,0,0,6,2,2,0,7,2,1,,2018-07-22 05:15:00
201891SNL0697,443128.0,1144513.0,-1.224321,60.182770999999995,91,2,1,3,7,936,S12000027,3,970,3,60,0,-1,-1,0,0,0,6,8,4,0,0,2,1,,2018-10-03 03:58:00
201891SNL0801,442676.0,1145268.0,-1.2323110000000002,60.189597,91,3,2,1,1,936,S12000027,3,970,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,,2018-08-07 02:24:00
201891SNL0816,441294.0,1161164.0,-1.253991,60.332453,91,3,1,3,1,936,S12000027,3,970,6,60,0,-1,-1,0,0,0,6,1,2,1,0,2,1,,2018-07-22 03:00:00
201891SNL1170,443107.0,1139736.0,-1.225709,60.139885,91,3,1,1,1,936,S12000027,4,9073,6,60,0,-1,-1,0,0,0,6,1,2,0,7,2,1,,2018-02-12 05:30:00
201891SNL1524,446500.0,1140616.0,-1.164427,60.147415,91,3,2,1,3,936,S12000027,6,0,9,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-04-24 13:00:00
201891SNL1546,432619.0,1177073.0,-1.408505,60.476073,91,3,1,1,1,936,S12000027,3,970,6,60,7,4,3,970,0,0,1,-1,-1,0,0,2,2,,2018-09-09 09:00:00
201891SNL2287,439003.0,1148247.0,-1.297964,60.216708999999994,91,3,2,2,1,936,S12000027,3,971,6,60,3,4,6,0,0,0,6,2,2,0,0,2,1,,2018-12-30 16:15:00
201891SNL2384,449691.0,1191689.0,-1.0943459999999998,60.605548999999996,91,3,2,1,2,936,S12000027,3,968,6,60,3,4,4,9081,0,0,1,2,2,0,0,2,1,,2018-07-16 16:00:00
201891SNL2984,441323.0,1161982.0,-1.253298,60.339794,91,3,1,1,2,936,S12000027,3,970,6,60,0,-1,-1,0,0,0,6,6,3,0,0,2,1,,2018-12-31 18:50:00
201891SNL3505,443055.0,1142051.0,-1.226157,60.160675,91,3,2,1,1,936,S12000027,3,970,6,60,3,4,3,970,0,0,6,2,2,0,0,2,1,,2018-07-10 19:40:00
201891SNM0091,314617.0,834563.0,-3.422221,57.393421999999994,91,3,1,1,4,927,S12000017,3,95,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,2018-03-10 00:30:00
201891SNM0493,285282.0,850773.0,-3.9176260000000003,57.532492000000005,91,3,1,1,6,927,S12000017,4,9090,6,60,0,-1,-1,0,0,0,6,1,4,0,0,2,1,,2018-02-23 12:15:00
201891SNM0607,303148.0,827936.0,-3.610348,57.331618000000006,91,3,2,1,3,927,S12000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,2,1,,2018-01-05 08:10:00
201891SNM0652,290519.0,816995.0,-3.8151589999999995,57.230528,91,3,2,2,2,927,S12000017,3,9,6,60,6,4,6,0,0,0,1,3,4,0,0,2,1,,2018-12-02 07:55:00
201891SNM0670,291024.0,820349.0,-3.8082730000000002,57.260762,91,3,2,1,6,927,S12000017,4,9153,6,30,0,-1,-1,0,0,0,1,2,2,4,0,2,1,,2018-11-23 08:48:00
201891SNM0810,289901.0,815402.0,-3.8246830000000003,57.216077,91,3,1,1,7,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-05-19 04:36:00
201891SNM0931,288084.0,810444.0,-3.852521,57.171122,91,3,2,1,2,927,S12000017,3,9,6,60,9,1,4,9152,0,0,1,1,1,0,0,2,1,,2018-10-29 09:35:00
201891SNM1050,285591.0,808334.0,-3.892756,57.151564,91,3,1,1,7,927,S12000017,4,9152,6,50,0,-1,-1,0,0,0,6,8,4,0,0,2,1,,2018-10-27 07:10:00
201891SNM1082,296801.0,822202.0,-3.7133230000000004,57.278741000000004,91,3,2,2,4,927,S12000017,3,95,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-04-25 11:15:00
201891SNM1124,310462.0,820104.0,-3.486073,57.262785,91,3,1,1,3,927,S12000017,3,939,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-07-24 10:50:00
201891SNM1293,226771.0,753200.0,-4.826242,56.638462,91,3,1,2,1,927,S12000017,3,82,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-05-27 15:08:00
201891SNM1344,291102.0,817804.0,-3.8058620000000003,57.237930000000006,91,3,3,1,6,927,S12000017,3,95,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-02-11 11:40:00
201891SNM1347,293191.0,848204.0,-3.784481,57.511365000000005,91,3,1,1,5,927,S12000017,3,939,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-03-22 11:43:00
